Year,Y/M,areaCode,areaName,NHS_B,SC_B,Both_B,dtoc_total
2011,2011_NOVEMBER,E08000031,Wolverhampton,270.0,400.0,238.0,908.0
2011,2011_NOVEMBER,E08000032,Bradford,125.0,112.0,0.0,237.0
2011,2011_NOVEMBER,E08000033,Calderdale,40.0,55.0,90.0,185.0
2011,2011_NOVEMBER,E08000034,Kirklees,292.0,83.0,28.0,403.0
2011,2011_NOVEMBER,E08000035,Leeds,1319.0,597.0,61.0,1977.0
2011,2011_NOVEMBER,E08000036,Wakefield,450.0,38.0,108.0,596.0
2011,2011_NOVEMBER,E08000037,Gateshead,70.0,310.0,0.0,380.0
2011,2011_NOVEMBER,E09000001,City of London,1.0,26.0,0.0,27.0
2011,2011_NOVEMBER,E09000002,Barking and Dagenham,430.0,74.0,214.0,718.0
2011,2011_NOVEMBER,E09000003,Barnet,478.0,76.0,15.0,569.0
2011,2011_NOVEMBER,E09000004,Bexley,230.0,56.0,30.0,316.0
2011,2011_NOVEMBER,E09000005,Brent,398.0,326.0,44.0,768.0
2011,2011_NOVEMBER,E09000006,Bromley,83.0,155.0,3.0,241.0
2011,2011_NOVEMBER,E09000007,Camden,95.0,53.0,0.0,148.0
2011,2011_NOVEMBER,E09000008,Croydon,165.0,37.0,0.0,202.0
2011,2011_NOVEMBER,E09000009,Ealing,490.0,249.0,91.0,830.0
2011,2011_NOVEMBER,E09000010,Enfield,104.0,212.0,15.0,331.0
2011,2011_NOVEMBER,E09000011,Greenwich,67.0,79.0,0.0,146.0
2011,2011_NOVEMBER,E09000012,Hackney,177.0,95.0,0.0,272.0
2011,2011_NOVEMBER,E09000013,Hammersmith and Fulham,285.0,6.0,0.0,291.0
2011,2011_NOVEMBER,E09000014,Haringey,167.0,165.0,30.0,362.0
2011,2011_NOVEMBER,E09000015,Harrow,144.0,158.0,0.0,302.0
2011,2011_NOVEMBER,E09000016,Havering,707.0,79.0,204.0,990.0
2011,2011_NOVEMBER,E09000017,Hillingdon,227.0,435.0,0.0,662.0
2011,2011_NOVEMBER,E09000018,Hounslow,143.0,85.0,0.0,228.0
2011,2011_NOVEMBER,E09000019,Islington,68.0,61.0,0.0,129.0
2011,2011_NOVEMBER,E09000020,Kensington and Chelsea,143.0,0.0,30.0,173.0
2011,2011_NOVEMBER,E09000021,Kingston upon Thames,98.0,25.0,0.0,123.0
2011,2011_NOVEMBER,E09000022,Lambeth,201.0,137.0,0.0,338.0
2011,2011_NOVEMBER,E09000023,Lewisham,221.0,9.0,0.0,230.0
2011,2011_NOVEMBER,E09000024,Merton,85.0,29.0,14.0,128.0
2011,2011_NOVEMBER,E09000025,Newham,316.0,270.0,56.0,642.0
2011,2011_NOVEMBER,E09000026,Redbridge,257.0,49.0,88.0,394.0
2011,2011_NOVEMBER,E09000027,Richmond upon Thames,255.0,34.0,15.0,304.0
2011,2011_NOVEMBER,E09000028,Southwark,84.0,89.0,62.0,235.0
2011,2011_NOVEMBER,E09000029,Sutton,123.0,166.0,45.0,334.0
2011,2011_NOVEMBER,E09000030,Tower Hamlets,277.0,162.0,0.0,439.0
2011,2011_NOVEMBER,E09000031,Waltham Forest,117.0,4.0,30.0,151.0
2011,2011_NOVEMBER,E09000032,Wandsworth,68.0,193.0,78.0,339.0
2011,2011_NOVEMBER,E09000033,Westminster,206.0,21.0,0.0,227.0
2011,2011_NOVEMBER,E10000003,Cambridgeshire,1232.0,1007.0,8.0,2247.0
2011,2011_NOVEMBER,E10000006,Cumbria,792.0,486.0,136.0,1414.0
2011,2011_NOVEMBER,E10000007,Derbyshire,1079.0,471.0,82.0,1632.0
2011,2011_NOVEMBER,E10000008,Devon,1791.0,997.0,76.0,2864.0
2011,2011_NOVEMBER,E10000011,East Sussex,1188.0,392.0,7.0,1587.0
2011,2011_NOVEMBER,E10000012,Essex,1494.0,240.0,89.0,1823.0
2011,2011_NOVEMBER,E10000013,Gloucestershire,861.0,226.0,137.0,1224.0
2011,2011_NOVEMBER,E10000014,Hampshire,901.0,814.0,316.0,2031.0
2011,2011_NOVEMBER,E10000015,Hertfordshire,1284.0,1431.0,15.0,2730.0
2011,2011_NOVEMBER,E10000016,Kent,1635.0,707.0,58.0,2400.0
2011,2011_NOVEMBER,E10000017,Lancashire,2060.0,49.0,98.0,2207.0
2011,2011_NOVEMBER,E10000018,Leicestershire,673.0,114.0,116.0,903.0
2011,2011_NOVEMBER,E10000019,Lincolnshire,1188.0,358.0,137.0,1683.0
2011,2011_NOVEMBER,E10000020,Norfolk,1235.0,162.0,111.0,1508.0
2011,2011_NOVEMBER,E10000021,Northamptonshire,1464.0,136.0,188.0,1788.0
2011,2011_NOVEMBER,E10000023,North Yorkshire,589.0,287.0,40.0,916.0
2011,2011_NOVEMBER,E10000024,Nottinghamshire,2270.0,546.0,157.0,2973.0
2011,2011_NOVEMBER,E10000025,Oxfordshire,2616.0,1780.0,931.0,5327.0
2011,2011_NOVEMBER,E10000027,Somerset,654.0,177.0,102.0,933.0
2011,2011_NOVEMBER,E10000028,Staffordshire,657.0,478.0,193.0,1328.0
2011,2011_NOVEMBER,E10000029,Suffolk,636.0,347.0,8.0,991.0
2011,2011_NOVEMBER,E10000030,Surrey,2122.0,788.0,140.0,3050.0
2011,2011_NOVEMBER,E10000031,Warwickshire,1337.0,861.0,251.0,2449.0
2011,2011_NOVEMBER,E10000032,West Sussex,2191.0,798.0,59.0,3048.0
2011,2011_NOVEMBER,E10000034,Worcestershire,1040.0,787.0,162.0,1989.0
2011,2011_OCTOBER,E06000001,Hartlepool,95.0,0.0,0.0,95.0
2011,2011_OCTOBER,E06000002,Middlesbrough,469.0,0.0,0.0,469.0
2011,2011_OCTOBER,E06000003,Redcar and Cleveland,589.0,0.0,0.0,589.0
2011,2011_OCTOBER,E06000004,Stockton-on-Tees,233.0,0.0,62.0,295.0
2011,2011_OCTOBER,E06000005,Darlington,265.0,31.0,62.0,358.0
2011,2011_OCTOBER,E06000006,Halton,197.0,80.0,0.0,277.0
2011,2011_OCTOBER,E06000007,Warrington,377.0,68.0,0.0,445.0
2011,2011_OCTOBER,E06000008,Blackburn with Darwen,338.0,0.0,31.0,369.0
2011,2011_OCTOBER,E06000009,Blackpool,37.0,106.0,40.0,183.0
2011,2011_OCTOBER,E06000010,"Kingston upon Hull, City of",881.0,30.0,31.0,942.0
2011,2011_OCTOBER,E06000011,East Riding of Yorkshire,694.0,79.0,0.0,773.0
2011,2011_OCTOBER,E06000012,North East Lincolnshire,209.0,138.0,74.0,421.0
2011,2011_OCTOBER,E06000013,North Lincolnshire,58.0,3.0,0.0,61.0
2011,2011_OCTOBER,E06000014,York,666.0,113.0,0.0,779.0
2011,2011_OCTOBER,E06000015,Derby,299.0,23.0,0.0,322.0
2011,2011_OCTOBER,E06000016,Leicester,341.0,115.0,33.0,489.0
2011,2011_OCTOBER,E06000017,Rutland,36.0,0.0,0.0,36.0
2011,2011_OCTOBER,E06000018,Nottingham,924.0,323.0,86.0,1333.0
2011,2011_OCTOBER,E06000019,"Herefordshire, County of",265.0,116.0,0.0,381.0
2011,2011_OCTOBER,E06000020,Telford and Wrekin,60.0,65.0,0.0,125.0
2011,2011_OCTOBER,E06000021,Stoke-on-Trent,539.0,217.0,121.0,877.0
2011,2011_OCTOBER,E06000022,Bath and North East Somerset,350.0,154.0,0.0,504.0
2011,2011_OCTOBER,E06000023,"Bristol, City of",690.0,149.0,0.0,839.0
2011,2011_OCTOBER,E06000024,North Somerset,276.0,31.0,0.0,307.0
2011,2011_OCTOBER,E06000025,South Gloucestershire,431.0,181.0,0.0,612.0
2011,2011_OCTOBER,E06000026,Plymouth,271.0,4.0,8.0,283.0
2011,2011_OCTOBER,E06000027,Torbay,54.0,0.0,0.0,54.0
2011,2011_OCTOBER,E06000030,Swindon,835.0,240.0,18.0,1093.0
2011,2011_OCTOBER,E06000031,Peterborough,119.0,6.0,0.0,125.0
2011,2011_OCTOBER,E06000032,Luton,233.0,65.0,40.0,338.0
2011,2011_OCTOBER,E06000033,Southend-on-Sea,117.0,70.0,0.0,187.0
2011,2011_OCTOBER,E06000034,Thurrock,146.0,6.0,0.0,152.0
2011,2011_OCTOBER,E06000035,Medway,308.0,7.0,0.0,315.0
2011,2011_OCTOBER,E06000036,Bracknell Forest,17.0,20.0,33.0,70.0
2011,2011_OCTOBER,E06000037,West Berkshire,56.0,504.0,95.0,655.0
2011,2011_OCTOBER,E06000038,Reading,125.0,94.0,0.0,219.0
2011,2011_OCTOBER,E06000039,Slough,283.0,0.0,0.0,283.0
2011,2011_OCTOBER,E06000040,Windsor and Maidenhead,120.0,92.0,0.0,212.0
2011,2011_OCTOBER,E06000041,Wokingham,23.0,138.0,0.0,161.0
2011,2011_OCTOBER,E06000042,Milton Keynes,147.0,115.0,0.0,262.0
2011,2011_OCTOBER,E06000043,Brighton and Hove,387.0,158.0,0.0,545.0
2011,2011_OCTOBER,E06000044,Portsmouth,226.0,53.0,21.0,300.0
2011,2011_OCTOBER,E06000045,Southampton,410.0,148.0,41.0,599.0
2011,2011_OCTOBER,E06000046,Isle of Wight,3.0,0.0,0.0,3.0
2011,2011_OCTOBER,E06000047,County Durham,486.0,159.0,5.0,650.0
2011,2011_OCTOBER,E06000049,Cheshire East,606.0,10.0,0.0,616.0
2011,2011_OCTOBER,E06000050,Cheshire West and Chester,372.0,37.0,31.0,440.0
2011,2011_OCTOBER,E06000051,Shropshire,98.0,408.0,45.0,551.0
2011,2011_OCTOBER,E06000052,Cornwall,1079.0,645.0,298.0,2022.0
2011,2011_OCTOBER,E06000054,Wiltshire,200.0,1535.0,14.0,1749.0
2011,2011_OCTOBER,E06000055,Bedford,265.0,33.0,8.0,306.0
2011,2011_OCTOBER,E06000056,Central Bedfordshire,198.0,154.0,11.0,363.0
2011,2011_OCTOBER,E06000057,Northumberland,166.0,212.0,56.0,434.0
2011,2011_OCTOBER,E06000058,"BOURNEMOUTH, CHRISTCHURCH AND POOLE",651.0,741.0,0.0,1392.0
2011,2011_OCTOBER,E06000059,Dorset,859.0,791.0,16.0,1666.0
2011,2011_OCTOBER,E06000060,Buckinghamshire,631.0,155.0,16.0,802.0
2011,2011_OCTOBER,E08000001,Bolton,526.0,67.0,71.0,664.0
2011,2011_OCTOBER,E08000002,Bury,89.0,5.0,0.0,94.0
2011,2011_OCTOBER,E08000003,Manchester,318.0,461.0,61.0,840.0
2011,2011_OCTOBER,E08000004,Oldham,246.0,26.0,50.0,322.0
2011,2011_OCTOBER,E08000005,Rochdale,244.0,6.0,0.0,250.0
2011,2011_OCTOBER,E08000006,Salford,205.0,23.0,0.0,228.0
2011,2011_OCTOBER,E08000007,Stockport,577.0,10.0,4.0,591.0
2011,2011_OCTOBER,E08000008,Tameside,42.0,7.0,0.0,49.0
2011,2011_OCTOBER,E08000009,Trafford,160.0,316.0,4.0,480.0
2011,2011_OCTOBER,E08000010,Wigan,173.0,7.0,31.0,211.0
2011,2011_OCTOBER,E08000011,Knowsley,159.0,77.0,0.0,236.0
2011,2011_OCTOBER,E08000012,Liverpool,330.0,365.0,80.0,775.0
2011,2011_OCTOBER,E08000013,St. Helens,142.0,122.0,0.0,264.0
2011,2011_OCTOBER,E08000014,Sefton,258.0,30.0,61.0,349.0
2011,2011_OCTOBER,E08000015,Wirral,29.0,13.0,2.0,44.0
2011,2011_OCTOBER,E08000016,Barnsley,126.0,0.0,0.0,126.0
2011,2011_OCTOBER,E08000017,Doncaster,598.0,258.0,399.0,1255.0
2011,2011_OCTOBER,E08000018,Rotherham,165.0,105.0,12.0,282.0
2011,2011_OCTOBER,E08000019,Sheffield,199.0,199.0,13.0,411.0
2011,2011_OCTOBER,E08000021,Newcastle upon Tyne,396.0,203.0,86.0,685.0
2011,2011_OCTOBER,E08000022,North Tyneside,93.0,20.0,10.0,123.0
2011,2011_OCTOBER,E08000023,South Tyneside,61.0,43.0,69.0,173.0
2011,2011_OCTOBER,E08000024,Sunderland,362.0,493.0,126.0,981.0
2011,2011_OCTOBER,E08000025,Birmingham,1402.0,2509.0,143.0,4054.0
2011,2011_OCTOBER,E08000026,Coventry,1152.0,369.0,324.0,1845.0
2011,2011_OCTOBER,E08000027,Dudley,321.0,275.0,38.0,634.0
2011,2011_OCTOBER,E08000028,Sandwell,494.0,583.0,42.0,1119.0
2011,2011_OCTOBER,E08000029,Solihull,516.0,291.0,0.0,807.0
2011,2011_OCTOBER,E08000030,Walsall,80.0,516.0,127.0,723.0
2011,2011_OCTOBER,E08000031,Wolverhampton,269.0,368.0,153.0,790.0
2011,2011_OCTOBER,E08000032,Bradford,111.0,94.0,0.0,205.0
2011,2011_OCTOBER,E08000033,Calderdale,31.0,110.0,105.0,246.0
2011,2011_OCTOBER,E08000034,Kirklees,356.0,90.0,29.0,475.0
2011,2011_OCTOBER,E08000035,Leeds,1519.0,505.0,56.0,2080.0
2011,2011_OCTOBER,E08000036,Wakefield,572.0,86.0,74.0,732.0
2011,2011_OCTOBER,E08000037,Gateshead,313.0,305.0,0.0,618.0
2011,2011_OCTOBER,E09000001,City of London,1.0,17.0,0.0,18.0
2011,2011_OCTOBER,E09000002,Barking and Dagenham,259.0,62.0,129.0,450.0
2011,2011_OCTOBER,E09000003,Barnet,487.0,107.0,7.0,601.0
2011,2011_OCTOBER,E09000004,Bexley,190.0,35.0,30.0,255.0
2011,2011_OCTOBER,E09000005,Brent,374.0,298.0,31.0,703.0
2011,2011_OCTOBER,E09000006,Bromley,89.0,32.0,14.0,135.0
2011,2011_OCTOBER,E09000007,Camden,95.0,38.0,12.0,145.0
2011,2011_OCTOBER,E09000008,Croydon,320.0,159.0,1.0,480.0
2011,2011_OCTOBER,E09000009,Ealing,381.0,166.0,104.0,651.0
2011,2011_OCTOBER,E09000010,Enfield,154.0,167.0,0.0,321.0
2011,2011_OCTOBER,E09000011,Greenwich,253.0,50.0,0.0,303.0
2011,2011_OCTOBER,E09000012,Hackney,172.0,177.0,0.0,349.0
2011,2011_OCTOBER,E09000013,Hammersmith and Fulham,278.0,41.0,0.0,319.0
2011,2011_OCTOBER,E09000014,Haringey,182.0,165.0,0.0,347.0
2011,2011_OCTOBER,E09000015,Harrow,188.0,69.0,0.0,257.0
2011,2011_OCTOBER,E09000016,Havering,539.0,65.0,169.0,773.0
2011,2011_OCTOBER,E09000017,Hillingdon,254.0,443.0,0.0,697.0
2011,2011_OCTOBER,E09000018,Hounslow,154.0,17.0,9.0,180.0
2011,2011_OCTOBER,E09000019,Islington,28.0,135.0,0.0,163.0
2011,2011_OCTOBER,E09000020,Kensington and Chelsea,141.0,8.0,31.0,180.0
2011,2011_OCTOBER,E09000021,Kingston upon Thames,148.0,12.0,0.0,160.0
2011,2011_OCTOBER,E09000022,Lambeth,214.0,50.0,2.0,266.0
2011,2011_OCTOBER,E09000023,Lewisham,99.0,13.0,0.0,112.0
2011,2011_OCTOBER,E09000024,Merton,65.0,34.0,4.0,103.0
2011,2011_OCTOBER,E09000025,Newham,400.0,261.0,14.0,675.0
2011,2011_OCTOBER,E09000026,Redbridge,241.0,61.0,90.0,392.0
2011,2011_OCTOBER,E09000027,Richmond upon Thames,182.0,40.0,13.0,235.0
2011,2011_OCTOBER,E09000028,Southwark,161.0,99.0,65.0,325.0
2011,2011_OCTOBER,E09000029,Sutton,87.0,226.0,79.0,392.0
2011,2011_OCTOBER,E09000030,Tower Hamlets,271.0,171.0,27.0,469.0
2011,2011_OCTOBER,E09000031,Waltham Forest,154.0,53.0,31.0,238.0
2011,2011_OCTOBER,E09000032,Wandsworth,84.0,220.0,7.0,311.0
2011,2011_OCTOBER,E09000033,Westminster,242.0,42.0,11.0,295.0
2011,2011_OCTOBER,E10000003,Cambridgeshire,1278.0,1141.0,20.0,2439.0
2011,2011_OCTOBER,E10000006,Cumbria,565.0,494.0,211.0,1270.0
2011,2011_OCTOBER,E10000007,Derbyshire,1400.0,560.0,107.0,2067.0
2011,2011_OCTOBER,E10000008,Devon,1692.0,962.0,11.0,2665.0
2011,2011_OCTOBER,E10000011,East Sussex,1248.0,173.0,0.0,1421.0
2011,2011_OCTOBER,E10000012,Essex,1666.0,180.0,43.0,1889.0
2011,2011_OCTOBER,E10000013,Gloucestershire,879.0,352.0,75.0,1306.0
2011,2011_OCTOBER,E10000014,Hampshire,971.0,1059.0,217.0,2247.0
2011,2011_OCTOBER,E10000015,Hertfordshire,1358.0,1366.0,2.0,2726.0
2011,2011_OCTOBER,E10000016,Kent,2082.0,750.0,138.0,2970.0
2011,2011_OCTOBER,E10000017,Lancashire,2091.0,134.0,116.0,2341.0
2011,2011_OCTOBER,E10000018,Leicestershire,685.0,124.0,169.0,978.0
2011,2011_OCTOBER,E10000019,Lincolnshire,1081.0,427.0,212.0,1720.0
2011,2011_OCTOBER,E10000020,Norfolk,1386.0,252.0,72.0,1710.0
2011,2011_OCTOBER,E10000021,Northamptonshire,1268.0,145.0,161.0,1574.0
2011,2011_OCTOBER,E10000023,North Yorkshire,381.0,124.0,80.0,585.0
2011,2011_OCTOBER,E10000024,Nottinghamshire,2323.0,516.0,225.0,3064.0
2011,2011_OCTOBER,E10000025,Oxfordshire,3346.0,1676.0,1313.0,6335.0
2011,2011_OCTOBER,E10000027,Somerset,609.0,212.0,44.0,865.0
2011,2011_OCTOBER,E10000028,Staffordshire,689.0,498.0,127.0,1314.0
2011,2011_OCTOBER,E10000029,Suffolk,719.0,367.0,7.0,1093.0
2011,2011_OCTOBER,E10000030,Surrey,2011.0,650.0,216.0,2877.0
2011,2011_OCTOBER,E10000031,Warwickshire,1370.0,835.0,200.0,2405.0
2011,2011_OCTOBER,E10000032,West Sussex,1963.0,1122.0,31.0,3116.0
2011,2011_OCTOBER,E10000034,Worcestershire,840.0,886.0,123.0,1849.0
2011,2011_SEPTEMBER,E06000001,Hartlepool,157.0,0.0,0.0,157.0
2011,2011_SEPTEMBER,E06000002,Middlesbrough,360.0,0.0,25.0,385.0
2011,2011_SEPTEMBER,E06000003,Redcar and Cleveland,513.0,0.0,0.0,513.0
2011,2011_SEPTEMBER,E06000004,Stockton-on-Tees,173.0,0.0,89.0,262.0
2011,2011_SEPTEMBER,E06000005,Darlington,454.0,46.0,75.0,575.0
2011,2011_SEPTEMBER,E06000006,Halton,139.0,67.0,0.0,206.0
2011,2011_SEPTEMBER,E06000007,Warrington,353.0,94.0,10.0,457.0
2011,2011_SEPTEMBER,E06000008,Blackburn with Darwen,167.0,0.0,30.0,197.0
2011,2011_SEPTEMBER,E06000009,Blackpool,138.0,79.0,33.0,250.0
2011,2011_SEPTEMBER,E06000010,"Kingston upon Hull, City of",891.0,7.0,43.0,941.0
2011,2011_SEPTEMBER,E06000011,East Riding of Yorkshire,513.0,20.0,11.0,544.0
2011,2011_SEPTEMBER,E06000012,North East Lincolnshire,74.0,76.0,45.0,195.0
2011,2011_SEPTEMBER,E06000013,North Lincolnshire,88.0,0.0,10.0,98.0
2011,2011_SEPTEMBER,E06000014,York,760.0,153.0,0.0,913.0
2011,2011_SEPTEMBER,E06000015,Derby,428.0,36.0,0.0,464.0
2011,2011_SEPTEMBER,E06000016,Leicester,362.0,109.0,179.0,650.0
2011,2011_SEPTEMBER,E06000017,Rutland,79.0,0.0,0.0,79.0
2011,2011_SEPTEMBER,E06000018,Nottingham,819.0,445.0,31.0,1295.0
2011,2011_SEPTEMBER,E06000019,"Herefordshire, County of",339.0,170.0,8.0,517.0
2011,2011_SEPTEMBER,E06000020,Telford and Wrekin,16.0,17.0,0.0,33.0
2011,2011_SEPTEMBER,E06000021,Stoke-on-Trent,767.0,176.0,141.0,1084.0
2011,2011_SEPTEMBER,E06000022,Bath and North East Somerset,416.0,116.0,0.0,532.0
2011,2011_SEPTEMBER,E06000023,"Bristol, City of",839.0,139.0,0.0,978.0
2011,2011_SEPTEMBER,E06000024,North Somerset,134.0,30.0,0.0,164.0
2011,2011_SEPTEMBER,E06000025,South Gloucestershire,356.0,187.0,0.0,543.0
2011,2011_SEPTEMBER,E06000026,Plymouth,150.0,2.0,41.0,193.0
2011,2011_SEPTEMBER,E06000027,Torbay,12.0,0.0,0.0,12.0
2011,2011_SEPTEMBER,E06000030,Swindon,670.0,237.0,0.0,907.0
2011,2011_SEPTEMBER,E06000031,Peterborough,236.0,53.0,0.0,289.0
2011,2011_SEPTEMBER,E06000032,Luton,395.0,83.0,62.0,540.0
2011,2011_SEPTEMBER,E06000033,Southend-on-Sea,75.0,89.0,0.0,164.0
2011,2011_SEPTEMBER,E06000034,Thurrock,185.0,42.0,0.0,227.0
2011,2011_SEPTEMBER,E06000035,Medway,308.0,24.0,37.0,369.0
2011,2011_SEPTEMBER,E06000036,Bracknell Forest,63.0,17.0,23.0,103.0
2011,2011_SEPTEMBER,E06000037,West Berkshire,112.0,421.0,53.0,586.0
2011,2011_SEPTEMBER,E06000038,Reading,87.0,116.0,0.0,203.0
2011,2011_SEPTEMBER,E06000039,Slough,241.0,0.0,0.0,241.0
2011,2011_SEPTEMBER,E06000040,Windsor and Maidenhead,104.0,79.0,0.0,183.0
2011,2011_SEPTEMBER,E06000041,Wokingham,90.0,51.0,30.0,171.0
2011,2011_SEPTEMBER,E06000042,Milton Keynes,168.0,92.0,8.0,268.0
2011,2011_SEPTEMBER,E06000043,Brighton and Hove,277.0,143.0,0.0,420.0
2011,2011_SEPTEMBER,E06000044,Portsmouth,162.0,36.0,48.0,246.0
2011,2011_SEPTEMBER,E06000045,Southampton,490.0,152.0,43.0,685.0
2011,2011_SEPTEMBER,E06000046,Isle of Wight,0.0,0.0,0.0,0.0
2011,2011_SEPTEMBER,E06000047,County Durham,180.0,144.0,0.0,324.0
2011,2011_SEPTEMBER,E06000049,Cheshire East,580.0,16.0,0.0,596.0
2011,2011_SEPTEMBER,E06000050,Cheshire West and Chester,267.0,34.0,30.0,331.0
2011,2011_SEPTEMBER,E06000051,Shropshire,110.0,167.0,0.0,277.0
2011,2011_SEPTEMBER,E06000052,Cornwall,1176.0,377.0,247.0,1800.0
2011,2011_SEPTEMBER,E06000054,Wiltshire,252.0,1346.0,2.0,1600.0
2011,2011_SEPTEMBER,E06000055,Bedford,292.0,59.0,0.0,351.0
2011,2011_SEPTEMBER,E06000056,Central Bedfordshire,238.0,131.0,57.0,426.0
2011,2011_SEPTEMBER,E06000057,Northumberland,208.0,216.0,0.0,424.0
2011,2011_SEPTEMBER,E06000058,"BOURNEMOUTH, CHRISTCHURCH AND POOLE",441.0,556.0,0.0,997.0
2011,2011_SEPTEMBER,E06000059,Dorset,988.0,795.0,9.0,1792.0
2011,2011_SEPTEMBER,E06000060,Buckinghamshire,531.0,363.0,26.0,920.0
2011,2011_SEPTEMBER,E08000001,Bolton,441.0,76.0,73.0,590.0
2011,2011_SEPTEMBER,E08000002,Bury,156.0,50.0,0.0,206.0
2011,2011_SEPTEMBER,E08000003,Manchester,351.0,515.0,91.0,957.0
2011,2011_SEPTEMBER,E08000004,Oldham,195.0,18.0,8.0,221.0
2011,2011_SEPTEMBER,E08000005,Rochdale,261.0,4.0,1.0,266.0
2011,2011_SEPTEMBER,E08000006,Salford,231.0,69.0,0.0,300.0
2011,2011_SEPTEMBER,E08000007,Stockport,697.0,17.0,18.0,732.0
2011,2011_SEPTEMBER,E08000008,Tameside,57.0,0.0,0.0,57.0
2011,2011_SEPTEMBER,E08000009,Trafford,141.0,398.0,22.0,561.0
2011,2011_SEPTEMBER,E08000010,Wigan,472.0,2.0,56.0,530.0
2011,2011_SEPTEMBER,E08000011,Knowsley,145.0,57.0,0.0,202.0
2011,2011_SEPTEMBER,E08000012,Liverpool,330.0,384.0,30.0,744.0
2011,2011_SEPTEMBER,E08000013,St. Helens,116.0,95.0,0.0,211.0
2011,2011_SEPTEMBER,E08000014,Sefton,283.0,43.0,26.0,352.0
2011,2011_SEPTEMBER,E08000015,Wirral,39.0,18.0,18.0,75.0
2011,2011_SEPTEMBER,E08000016,Barnsley,60.0,4.0,0.0,64.0
2011,2011_SEPTEMBER,E08000017,Doncaster,760.0,201.0,251.0,1212.0
2011,2011_SEPTEMBER,E08000018,Rotherham,304.0,119.0,0.0,423.0
2011,2011_SEPTEMBER,E08000019,Sheffield,351.0,158.0,4.0,513.0
2011,2011_SEPTEMBER,E08000021,Newcastle upon Tyne,213.0,220.0,178.0,611.0
2011,2011_SEPTEMBER,E08000022,North Tyneside,83.0,1.0,2.0,86.0
2011,2011_SEPTEMBER,E08000023,South Tyneside,51.0,74.0,51.0,176.0
2011,2011_SEPTEMBER,E08000024,Sunderland,495.0,612.0,78.0,1185.0
2011,2011_SEPTEMBER,E08000025,Birmingham,1366.0,2964.0,84.0,4414.0
2011,2011_SEPTEMBER,E08000026,Coventry,1284.0,399.0,182.0,1865.0
2011,2011_SEPTEMBER,E08000027,Dudley,473.0,483.0,26.0,982.0
2011,2011_SEPTEMBER,E08000028,Sandwell,590.0,979.0,178.0,1747.0
2011,2011_SEPTEMBER,E08000029,Solihull,368.0,251.0,7.0,626.0
2011,2011_SEPTEMBER,E08000030,Walsall,177.0,434.0,147.0,758.0
2011,2011_SEPTEMBER,E08000031,Wolverhampton,272.0,344.0,212.0,828.0
2011,2011_SEPTEMBER,E08000032,Bradford,124.0,79.0,14.0,217.0
2011,2011_SEPTEMBER,E08000033,Calderdale,7.0,102.0,97.0,206.0
2011,2011_SEPTEMBER,E08000034,Kirklees,284.0,104.0,0.0,388.0
2011,2011_SEPTEMBER,E08000035,Leeds,1449.0,532.0,56.0,2037.0
2011,2011_SEPTEMBER,E08000036,Wakefield,423.0,55.0,60.0,538.0
2011,2011_SEPTEMBER,E08000037,Gateshead,390.0,321.0,0.0,711.0
2011,2011_SEPTEMBER,E09000002,Barking and Dagenham,233.0,116.0,216.0,565.0
2011,2011_SEPTEMBER,E09000003,Barnet,350.0,136.0,4.0,490.0
2011,2011_SEPTEMBER,E09000004,Bexley,200.0,42.0,0.0,242.0
2011,2011_SEPTEMBER,E09000005,Brent,469.0,224.0,60.0,753.0
2011,2011_SEPTEMBER,E09000006,Bromley,76.0,99.0,0.0,175.0
2011,2011_SEPTEMBER,E09000007,Camden,86.0,42.0,0.0,128.0
2011,2011_SEPTEMBER,E09000008,Croydon,183.0,81.0,20.0,284.0
2011,2011_SEPTEMBER,E09000009,Ealing,335.0,205.0,78.0,618.0
2011,2011_SEPTEMBER,E09000010,Enfield,144.0,64.0,0.0,208.0
2011,2011_SEPTEMBER,E09000011,Greenwich,234.0,226.0,0.0,460.0
2011,2011_SEPTEMBER,E09000012,Hackney,204.0,94.0,0.0,298.0
2011,2011_SEPTEMBER,E09000013,Hammersmith and Fulham,291.0,57.0,0.0,348.0
2011,2011_SEPTEMBER,E09000014,Haringey,90.0,285.0,30.0,405.0
2011,2011_SEPTEMBER,E09000015,Harrow,216.0,61.0,0.0,277.0
2011,2011_SEPTEMBER,E09000016,Havering,490.0,76.0,252.0,818.0
2011,2011_SEPTEMBER,E09000017,Hillingdon,261.0,416.0,0.0,677.0
2011,2011_SEPTEMBER,E09000018,Hounslow,168.0,127.0,2.0,297.0
2011,2011_SEPTEMBER,E09000019,Islington,111.0,112.0,0.0,223.0
2011,2011_SEPTEMBER,E09000020,Kensington and Chelsea,234.0,22.0,43.0,299.0
2011,2011_SEPTEMBER,E09000021,Kingston upon Thames,78.0,0.0,0.0,78.0
2011,2011_SEPTEMBER,E09000022,Lambeth,230.0,102.0,0.0,332.0
2011,2011_SEPTEMBER,E09000023,Lewisham,119.0,19.0,0.0,138.0
2011,2011_SEPTEMBER,E09000024,Merton,66.0,52.0,17.0,135.0
2011,2011_SEPTEMBER,E09000025,Newham,340.0,248.0,0.0,588.0
2011,2011_SEPTEMBER,E09000026,Redbridge,306.0,105.0,85.0,496.0
2011,2011_SEPTEMBER,E09000027,Richmond upon Thames,125.0,42.0,0.0,167.0
